row hash,your role recoded,orgtype: Charitable trust,orgtype: Incorporated society,orgtype: Voluntary organisation,orgtype: māori,orgtype: faith,orgtype: philanthropic,orgtype:other,paid staff,volunteers,income,service type,service type other,international?,region: All of Aotearoa New Zealand,region: All of North Island,region: All of South Island,region: Northland,region: Auckland,region: Waikato,region: Bay of Plenty,region: Gisborne,region: Hawke's Bay,region: Taranaki,region: Manawatu-Wanganui,region: Wellington,region: Tasman-Nelson-Marlborough,region: West Coast,region: Canterbury,region: Otago,region: Southland,ethnic: General (no ethnic-specific focus),ethnic: New Zealand European,ethnic: māori,ethnic: Samoan,ethnic: Cook Island Māori,ethnic: Tongan,ethnic: Niuean,ethnic: Chinese,ethnic: Indian,ethnic: MELA,ethnic: Other,revenue affect,lost revenue (est),Reduction Standardised,gained revenue (est),Increase standardised,service delivery affect,service delivery affect reasons,service delivery change,service delivery change description,funding reserve,challenges: Ensuring sufficient revenue to maintain viability,challenges: Being able to pay our staff,challenges: Changing our service provision to meet public health criteria,challenges: Meeting the needs of the people we support,challenges: Ensuring our staff and volunteers are well supported,challenges: Developing new service offerings,challenges: Loss of volunteers,challenges: Meeting the levels of work required,challenges: Other (please specify),opportunities: Increasing our volunteer base,opportunities: Improving our profile,opportunities: Greater appreciation for and recognition of our work,opportunities: New ways of connecting with funders and/or supporters,opportunities: Working closer with other organisations for a common good,opportunities: New ways of connecting with those using our services,opportunities: New service offerings,opportunities: Faster decision-making,opportunities: Longer contracts or funding agreements,opportunities: More flexibility in contracts or funding agreements,opportunities: Stronger sense of community or common values,opportunities: Increasing our funding,opportunities: Ability to move quickly,opportunities: Better business continuity planning,opportunities: Options around where and how we work,opportunities: Other (please specify),priorities and concerns,staff: Reduce staff numbers,staff: Reduce staff wages and salaries,staff: Reduce volunteer support,staff: Increase staff,staff: Increase volunteer support,staff: Not applicable,staff: Other (please specify),service delivery: Cut some services,service delivery: Seek new funding sources,service delivery: Deliver more remote online or phone services,service delivery: Develop new in-person service offerings,service delivery: Reduce service costs to users,service delivery: Increase service costs to users,service delivery: Change kaupapa,service delivery: Not applicable,service delivery: Other (please specify),support accessed: Government COVID-19 wage subsidy scheme,support accessed: Government COVID-19 small business cashflow loan scheme,support accessed: Other government funding responding to COVID-19,support accessed: New funding sources,support accessed: Voluntary support,support accessed: Donated goods and services,support accessed: Not applicable,support accessed: Other (please specify),other new ways,optimism,support needed: More volunteers,support needed: Advice on how you can operate within COVID-19 restrictions,support needed: HR support and advice,support needed: Digital technology,support needed: Legal obligations,support needed: Grant writing,support needed: Fundraising,support needed: Resources to manage volunteers,support needed: Governance,support needed: Leadership,support needed: Innovation and strategic advice,support needed: Marketing and communications,support needed: Other (please specify),sector changes: Collaboration between organisations,sector changes: Mergers of organisations,sector changes: Sector-wide leadership to provide voice and influence,sector changes: Strengthening financial and management knowledge/skills,sector changes: Strengthening governance knowledge/skills,sector changes: Access to information and data in one place,sector changes: Funding to cover salaries and operational costs,sector changes: Other (please specify),important learning,comments,share,"again: Yes, I am willing to be surveyed again","again: Yes, I am willing to be interviewed","again: Yes, I would like to see the survey results","again: No, I do not wish to be contacted"
b400dc950ab251adca71b905dc037de27737cc70,Community worker or service provider,0,0,0,0,0,0,Creative Space,1-5 staff,1-5 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",,,,,We have maintained services at the same level,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for two to three months,1,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,,"A better recognition of the creative spaces network within New Zealand,and more support for these creative spaces in rural small town New Zealand",,Reduce staff wages and salaries,,,,,,Cut some services,Seek new funding sources,,,,,,,,,,,New funding sources,,,,,,6 Very confident,More volunteers,,,,,Grant writing,Fundraising,,,,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,,Access to information and data in one place,Funding to cover salaries and operational costs,,"The importance of what we do, and the need for more support for what we do, also the importance of community",,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
b40cdeff8bd4ed0b572859bf500db78869cbe614,Chief Executive or Executive Director,1,0,0,0,0,0,,1-5 staff,11-20 volunteers,"$125,000 to under $2 million","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",50000,"$50,000.00 ",,,We have had to make small cuts to our services because of COVID-19,Public event restrictions,We have made some changes to how we deliver services because of COVID-19,Workshops and performances online,We have sufficient funds to maintain staff and activity for more than one year,0,0,1,1,0,1,0,0,,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,,Funding,,,,,,Not applicable,,,Seek new funding sources,Deliver more remote online or phone services,,,,,,,,,,New funding sources,,,,,,1 Very pessimistic,,,,Digital technology,,,Fundraising,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,,How nimble our organisation is to implement chance,,Yes,,"Yes, I am willing to be interviewed",,
b4443ebb5512b70f0e7a756bcb5e508955801ab2,Chair/President,0,0,1,0,0,0,,No paid staff,6-10 volunteers,,"Culture, arts and heritage",,We work both in and outside of Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Asian,I'm not sure,,,,,We have had to substantially cut back on our services because of COVID-19,,,"Our Group unable to have our weekly practice and cancelled performances in Rest Homes, Schools and other public event such as regional sport event, and other",I'm not sure,0,0,0,1,0,0,1,0,"Physical contact, Isolation",0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,"To come together as a group and focus our goals and objectives to share and to promote our cultural heritage through dancing and music. To teach other ethnicity to learn our dances. The Dance group consist of 4 to 10 year old children, Junior and senior students, 30 to 70 years old adults. Our concern is funds to keep the group going",,,,,,Not applicable,,,,,,,,,Not applicable,Distancing and self care,,,,,,,Not applicable,,,6 Very confident,,,,,,Grant writing,,,,,,,,,,,,,,,"Funding to cover operational cost, Voluntary cost and outfit cost",Safe Care and respect others,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
b4503af46ab80736fdb90c6aaf886e6d970a56ed,Communications,1,0,0,0,0,0,,1-5 staff,1-5 volunteers,"Under $125,000",Environment,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)","$20,000 ","$20,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,"Lockdown meant that school groups had to cancel or postpone their school camps and the tours are hugely reduced due to the lack of visitors, although this is usually the quiet time of year for our region",We have made minor changes to how we deliver services because of COVID-19,"We have had to reduce the number of volunteers as it costs the Trust around $50 per day to accommodate them, so we can't afford to have them to stay.",We have sufficient funds to maintain staff and activity for more than one year,1,1,0,0,0,0,1,0,Funding being postponed or cancelled by some funders. Paying for a new truck.,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,We can be flexible with camp prices so kids can enjoy camp.,"When our truck finally died last week - we can't afford a new one - so replacing gear. That schools won't be able to afford to visit, hence our income for improvements dries up. Our family Trust pays for the running cost of the venue, however we have our income from tourism and hospitality so that has put huge pressure on affording the costs associated with running the venue.",,,,,,,Staff have taken a more direct role in the planting to supplement their wages they are now working in the nursery as well as doing biosecurity.,,Seek new funding sources,,,Reduce service costs to users,,,,Potentially adding other tours.,Government COVID-19 wage subsidy scheme,Government COVID-19 small business cashflow loan scheme,,,,,,,My husband and I have shifted to our region to manage our businesses more effectively and so we can help at the venue more often. For example we have just completed a planting project funded.,5 Somewhat confident,,,,,Legal obligations,Grant writing,Fundraising,Resources to manage volunteers,,,,Marketing and communications,,Collaboration between organisations,,,,,,Funding to cover salaries and operational costs,,"That New Zealanders are reasonable, informed and considerate people in general. The importance of setting the Reserve up with a war-chest for future hard times and setting it up to be financially self sustainable.","With funding I sometimes feel that it would be good to be able to include a list of things that we need funded and a cost involved and that way if the funding application is not successful, but the organisation is worthy - then there could be something on that list that fits the funding criteria and amount. For example sometimes we just need a chain saw or something in-expensive funded, but we apply for the larger projects because the funding applications are involved processes.",Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed",,
b456806a85da101ba789f10d03326ba46c2e1a21,Principal,0,0,0,0,0,0,School,6-10 staff,1-5 volunteers,"Under $125,000",Education and research,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",30 -40 thousand dollars,"$35,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for up to one month,1,1,0,1,1,0,0,1,,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,Increase volunteer support,,trying to secure funding from MOE,,Seek new funding sources,Deliver more remote online or phone services,,Reduce service costs to users,,,,,,,,New funding sources,Voluntary support,Donated goods and services,,,increase in cleaning costs and extra volunteers at break for supervision,5 Somewhat confident,,,,,,,Fundraising,,,,,,,Collaboration between organisations,,,,,,Funding to cover salaries and operational costs,,be kind,,Yes,"Yes, I am willing to be surveyed again",,,
b47c4177c200632b5dd1cb43477940b0e53d0f49,Chief Executive or Executive Director,0,0,0,0,0,0,"Limited liability, not for profit international development",11-20 staff,No volunteers,$2 million to under $30 million,Other (please specify),International community development,We work only outside Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"We work in more than 65 countries, with hundreds of ethnic groups","We have had, or expect to have, a small reduction in revenue (0-9% decline)","Approximately $650,000","$650,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,We have reassigned long term development activities to both response and preparedness for C19,We have made major changes to how we deliver services because of COVID-19,Focus on both preparedness (esp in the Pacific) and response to C19,We have sufficient funds to maintain staff and activity for more than one year,0,0,0,1,0,1,0,1,Identifying who we can collaborate with - both for profit and non profits,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,,Working with other organisations - noting there is no playbook for this,,,,,,,Working from home subsidy for all staff,,Seek new funding sources,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,"We had already determined flexi-working, C19 accelerated this. We are also accelerating how we explore different business models",6 Very confident,,,,,,,Fundraising,,,,Innovation and strategic advice,,Guidance on how to approach collaboration and alternative funding/financing models,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,,Emphasising need for guidance on how we collaborate,"We are resilient, we have a great team",,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
b55b3b411136aed52fb00d03cfaa40b2acdb54bc,Senior manager,0,1,0,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)",25%,,,,We have maintained services at the same level,,We have made some changes to how we deliver services because of COVID-19,we had to go online,I'm not sure,0,0,0,1,0,0,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,,,,Not applicable,,,6 Very confident,,,,,,Grant writing,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,Funding to cover salaries and operational costs,,,,Yes,,,,"No, I do not wish to be contacted"
b59caa27d31088745a918b6cd364d504e4129f8a,Senior manager,0,0,0,0,1,0,,More than 50 staff,No volunteers,$2 million to under $30 million,,,We work only in Aotearoa New Zealand,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)",,,,,We have had to make small cuts to our services because of COVID-19,contract withdrawals from clients,We have made some changes to how we deliver services because of COVID-19,Structural,We have sufficient funds to maintain staff and activity for two to three months,0,1,1,1,1,1,0,0,,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,,Re-establishing our routine but cognisant on what our learnings have been to re-adapt.,,,,,,Not applicable,,,,Deliver more remote online or phone services,,Reduce service costs to users,,,,re-prioritise pre-COVID plans and initiatives,Government COVID-19 wage subsidy scheme,,,,,,,,Negotiate with clients the spreading of invoice costs when our work has not been the same.,6 Very confident,,,HR support and advice,,,,,,,Leadership,,Marketing and communications,Strategic Planning,,,,,Strengthening governance knowledge and skills in the sector,,,Improve well-being support and awareness,to be agile and responsive in different ways,People talk about the new normal but this needs to be carefully incorporated into pre-COVID existence otherwise silver lining experiences will be lost.,Yes,"Yes, I am willing to be surveyed again",,,
b5a30bddf3a064723c2f0524bb7b1f9ce2d097a5,Board member/trustee,1,0,0,0,0,0,,21-50 staff,More than 50 volunteers,"$125,000 to under $2 million",Other (please specify),Community Development,We work only in Aotearoa New Zealand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","Unable to say just yet. We won’t know figures for some time eg funders, Income reduction from social enterprise etc from",,,,We have had to substantially cut back on our services because of COVID-19,"Group work, family work , social enterprise, community has b all closed during lockdown",We have made major changes to how we deliver services because of COVID-19,Work from home ( when able),We have sufficient funds to maintain staff and activity for four to five months,1,0,1,1,0,1,0,0,Been seen as a viable non health alternative in supporting a NZ psychosocial plan response,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not so much any of the above. I’m an executive in a national provider and have seen most of the above positively impact that org. For my governance role we have seen non of this.,Planning with real uncertainty as to one of our key funders ( our council) ability to fund us next year. We are determined to pivot at this time as our community needs it... they cannot be invisible at this time,,,,,,Not applicable,Kept all staff on full pay.,Cut some services,Seek new funding sources,,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,,6 Very confident,,,,,,Grant writing,Fundraising,,Governance,,Innovation and strategic advice,Marketing and communications,,,Mergers of organisations,,,,Access to information and data in one place,,All government sectors need to see non health community development orgs as an asset in psychosocial response,We are determined!,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed",,
b5a80927bf2712f841c778a8ff3aa698c5cd745d,Senior manager,1,0,0,0,0,0,,1-5 staff,11-20 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","$10,000 ","$10,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,We have been unable to operate in the space and until there is allowance of over 10 we will not operate,I'm not sure,,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,1,1,0,1,1,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,Not applicable,,,,,,,,,Not applicable,,Government COVID-19 wage subsidy scheme,,,,,,,,,6 Very confident,,,,Digital technology,,,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,Mergers of organisations,,,,Access to information and data in one place,,,People are resilient,,Yes,,,,"No, I do not wish to be contacted"
b6867d4963baebd6c15f6a83576fa885ab7303b3,Chief Executive or Executive Director,1,0,0,0,0,0,,21-50 staff,1-5 volunteers,"$125,000 to under $2 million",,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)","$20,000.00 ","$20,000.00 ",,,We have had to make small cuts to our services because of COVID-19,Programmes that were reliant on community funding have been place on hold.,We have made minor changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for two to three months,1,0,1,1,1,1,0,0,,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,,"As an NGO working/collaborating and sharing is not a new concept, we have been doing this for years. The struggle we face now is the uncertainty of community funding to top up our service contracts that are built on a ""contribution to service"" model. We need community grants to keep the service running.",,,,,,,Currently looking at a review of staff numbers.,,,,,,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,Government COVID-19 wage subsidy scheme,Government COVID-19 small business cashflow loan scheme,Other government funding responding to COVID-19,,,,,,"We cover a huge geographical area. We have prided ourselves on being a free mobile service, providing face to face contact so that location was not a barrier to service. COVID showed us that we can support people using technology. However this is incredible hard it can not and will not replace personal face to face interaction. On an financial platform this changes means we are reducing fuel and wear and tear costs on our already old (but well serviced) work vehicles. We have no choice but to change our way of working.",5 Somewhat confident,,,HR support and advice,,,,,,,,Innovation and strategic advice,Marketing and communications,,,,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,We had invested in technology and had our pandemic plan in place so going into lockdown was an easy process. We were as prepared as we could be so our service and support to our clients continued uninterrupted.,,Yes,"Yes, I am willing to be surveyed again",,,
b6afd774b18ad2b3b06a288b86ae31eb91222c52,Financial manager,1,0,1,0,0,0,,No paid staff,21-50 volunteers,"Under $125,000",Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","Unsure, depends on gaming revenue",,,,We have had to make small cuts to our services because of COVID-19,,I'm not sure,,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,Not applicable,,Cut some services,,,,,,,,,,,,,,,Not applicable,,,6 Very confident,,,,,,,Fundraising,,,,,,,,,,,,,,,,,Yes,,,,"No, I do not wish to be contacted"
b6bbcc2492049c67927812751219196231a6cd2c,Fundraising,1,0,0,0,0,0,,More than 50 staff,6-10 volunteers,$2 million to under $30 million,Disability services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,I'm not sure,,,,,We have had to make moderate increases to our services because of COVID-19,"As part of our early intervention programme provision we have a team who develop a relationship with our families in order to support and preempt any challenges (employment, finances, relational, support networks, entitlements, etc.) With the current COVID-19 situation we have had a greater number of situations arise requiring additional support regarding the challenges families are now facing. We also created more ways to remotely deliver our services and developed online programmes to suit. We have been required to deliver a greater number of services into our community, whether it be the delivery of equipment or one to one Zoom meetings in order to provide the level of support currently needed.",We have made some changes to how we deliver services because of COVID-19,"As per previous question, our service provision is very hands-on. COVID-19 saw the need to be extremely creative with the way we were able to connect, engage and support our families, over this time and into our new 'normal'. We have a greater need to support the challenges families face, in order to empower them to be proactive members of their child's early intervention 'team'. This will mean addressing the funding shortfall for our Team with greater urgency with a view to employing an additional team member, and increasing the number of sessions we provide for external counselling agencies. We are also ensuring our budget includes the Health upgrade we require to update our reporting and secure documentation, in remote access situations. Consideration is also given to the additional travel required off-site to support and engage families of 'vulnerable and at-risk' children who's immunity is compromised.",We have sufficient funds to maintain staff and activity for two to three months,1,1,0,1,1,0,0,1,,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,,"As we have a significant shortfall to source each year to continue to provide the level of service needed, our concerns are centred around our ability to attract and secure adequate funding opportunities in view of the current economic climate. The programmes operate at capacity and the need for early intervention support continues. Increased focus on addressing and supporting 'at risk' families' who have sustained job losses and relationship hurdles is evident which has created a greater need for additional hours and funds.",,,,,,,"We have always been naturally vigilant in our health and safety requirements as a matter of course. We have taken the utmost care and steps to ensure our families adhere to heightened protocols ensuring their well-being, that of their children and our staff is paramount.",,Seek new funding sources,Deliver more remote online or phone services,,,,,,,,,Other government funding responding to COVID-19,New funding sources,,,,,"With extensively exploring remote service offerings, and the creation of new on-line options for families , our team would definitely like to explore this as an extension of our current programmes.",6 Very confident,More volunteers,,,,,Grant writing,Fundraising,Resources to manage volunteers,,,,Marketing and communications,,Collaboration between organisations,,,,,Access to information and data in one place,Funding to cover salaries and operational costs,,"As an organisation we know that irrespective of what is happening on a community or global scale, the immediate and urgent needs of families of children with complex developmental delays and disabilities remains and continues, and as an early intervention provider we have a duty of care and obligation to navigate any and all circumstances to provide a quality and continuity of care to those in our community.",,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
b6e1105ba2fa29a463ebfa902794ee15272e142b,"Research, policy and data analysis",0,0,0,0,0,0,Community Led Project,1-5 staff,No volunteers,"Under $125,000",Services for older people,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a small increase in revenue (0-9% increase)",,,Project confirmation pending but approx $10k,"$10,000.00 ",We have had to make moderate cuts to our services because of COVID-19,Unable to engage with older persons face to face. All over phone or email at present. We are ready to introduce programmes but need to be at level 1,We have made some changes to how we deliver services because of COVID-19,As above,We have sufficient funds to maintain staff and activity for six to 12 months,0,0,1,1,0,1,0,0,,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,,"Connecting with older people, getting their feedback on what they need to get back to life as 'normal'. setting up systems and programmes that offer opportunities to get back out into the community and connect with people again. Emphasis needs to be put on social isolation and those that have lost the confidence to resume their pre COVID lives.",,,,,,Not applicable,,,,,Develop new in-person service offerings,,,,,,,,,New funding sources,,,,,,6 Very confident,,,,Digital technology,,,,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,Strengthening governance knowledge and skills in the sector,,,,"A huge positive of a community coming together, people are resilient and willing to offer their assistance where needed. This will however have long term effects for some people and we need to be mindful of that and continue to plan for 12-18 months time minimal.",,Yes,"Yes, I am willing to be surveyed again",,,
b6ed71214c9cf95f6a745b9eb2b967190718780e,Other,0,1,0,0,0,0,,6-10 staff,21-50 volunteers,"$125,000 to under $2 million",Other (please specify),Kaupapa & reo Māori development in community,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","135,000","$135,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,,We have made major changes to how we deliver services because of COVID-19,"More online work then ever before, and no 'kanohi ki te kanohi' contact with whānau groups and community parenting classes. Also no groups able to come to us for training",We have sufficient funds to maintain staff and activity for two to three months,1,0,0,1,0,1,0,0,,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,,How has COVID-19 impacted on Māori whānau and community well-being and the extended impact of the COVID tail; and do we contribute to the collective creative collaborations that need to happen for Māori community sector working with government. Which need to be led by Māori. Stop with the top down stuff that has never worked!! And ensure that Māori are 'included' at all the levels of decision making and resourced in the way that works best for us.,Reduce staff numbers,Reduce staff wages and salaries,Reduce volunteer support,,,,,Cut some services,,Deliver more remote online or phone services,,,,,,We have been able to re-schedule most of our 'in community' service delivery with support front our funders. That has been awesome to be given space to re-view and re-set and feel valued by our funders,Government COVID-19 wage subsidy scheme,,,,,,,"We managed mostly without the wage subsidy, only taking the first two weeks for one staff while we settled down into a pattern for working at home","Well, like the whole world, ZOOM has become the new operational tool. Something that has been vital to our continuing operations",5 Somewhat confident,,,HR support and advice,Digital technology,,,,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,"Community sector has an overall inherent inequality in representation of Māori, about Māori, for Māori, and by Māori. Very strong on Pākehā allies working and supporting kaupapa Māori.","How much we need to work as collectives, and how well we actually can",Mihi aroha ki te ngakau tautoko o tenei kaupapa,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
b70b0709fbd87cf5916a65a822879483a6a24cc9,Chief Executive or Executive Director,0,0,0,0,0,1,,1-5 staff,1-5 volunteers,"$125,000 to under $2 million",Development and housing,,We work only in Aotearoa New Zealand,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,"We have had, or expect to have, a small reduction in revenue (0-9% decline)",60000,"$60,000.00 ",,,We have had to make moderate increases to our services because of COVID-19,"Supporting a partner to pivot services, designing our upcoming community collaborative workspace to fit COVID and new work",We have made major changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for four to five months,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,,,,Reduce staff wages and salaries,,,,,,Cut some services,Seek new funding sources,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,Government COVID-19 wage subsidy scheme,,,,,Donated goods and services,,,,6 Very confident,,,,Digital technology,,,,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,,,,,,Spaces for collaboration and connection amongst the sector; systems enabling organisations to effectively support each other and thrive together,,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
b72790d3dca8865687b9acda8178c05c0640dce0,Chief Executive or Executive Director,1,0,0,0,0,0,,11-20 staff,More than 50 volunteers,$2 million to under $30 million,Community and social services,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",$1M,"$1,000,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,We have not finished with changes so at this stage moderate but re-working our entire business model and service delivery process.,We have sufficient funds to maintain staff and activity for six to 12 months,1,1,0,1,1,1,0,0,,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,,Priorities is to complete a digital transformation project to streamline systems and provide better analytics for decision making. Also need to really understand the size of our market.,Reduce staff numbers,Reduce staff wages and salaries,,,Increase volunteer support,,,Cut some services,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,,6 Very confident,,,,Digital technology,,,,,,,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,,,"The need for clarity of purpose and action, agility and empathy",Strengthened the desire to get clarity re strategy and risks,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
b748eec792720c9dce643624d7508c9f44ef959d,Board member/trustee,1,1,1,0,0,0,,No paid staff,6-10 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,I'm not sure,,,,,I'm not sure,,We have not made any changes to how we deliver services,,I'm not sure,1,0,1,1,0,1,1,0,,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,,We need to ensure on going dispensing matches needs of our members.,,,,,,Not applicable,,,,,,,,,Not applicable,We have simply done our usual work.,,,,,,,Not applicable,We have just continued to do the tasks for which we were set up.,Zoom meetings,6 Very confident,,,,,,Grant writing,Fundraising,,,,,Marketing and communications,We need to respond to actual need.,Collaboration between organisations,Mergers of organisations,Sector-wide leadership to provide voice and influence,,,Access to information and data in one place,,Awareness of condition.,The over demanding expectation of some looking for a Government hand out.,We are a small national specialised Charity responding to the actual needs of people with specific health need.,Yes,,"Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
