,Field,Text,sentiment,sentiment_group,subjectivity,subjectivity_group
223,important learning,How important it is to have a Reserve Fund to help us through in times like COVID.,0.4,Positive,1.0,More Subjective
224,important learning,The real needs in our community and not just because of COVID,0.2,Neutral,0.30000000000000004,More Objective
225,important learning,Planning,0.0,Neutral,0.0,More Objective
226,important learning,Patience is a virtue,0.0,Neutral,0.0,More Objective
227,important learning,How important it is to have enough committed people with the necessary skills,0.13333333333333333,Neutral,0.8333333333333334,More Subjective
228,important learning,How well our community has pulled together,0.0,Neutral,0.0,More Objective
229,important learning,Talking to your people,0.0,Neutral,0.0,More Objective
230,important learning,How to work during a pandemic as an essential health service.,0.0,Neutral,0.3,More Objective
231,important learning,Ability to govern remotely- manage timing and expectations under COVID,-0.1,Neutral,0.2,More Objective
232,important learning,The ability to be more nimble That the business continuity plan is robust,0.5,Positive,0.5,More Subjective
233,important learning,Resilience checking and lessons going forward.,0.0,Neutral,0.0,More Objective
234,important learning,"How to provide service to clients without meeting in person. Particularly getting documents signed for those people who don't have laptops, scanners, printers.",0.16666666666666666,Neutral,0.3333333333333333,More Objective
235,important learning,Some voluntary organisations and charities are no different from businesses. They just don’t pay wages. They have been completely ignored.,0.05,Neutral,0.5,More Subjective
236,important learning,Being flexible,0.0,Neutral,0.0,More Objective
237,important learning,"Our people are the most important part of our service - our clients and their families, the staff and volunteers.",0.45,Positive,0.75,More Subjective
238,important learning,The importance of being flexible and able to react quickly to new circumstances.,0.3181818181818182,Neutral,0.5397727272727273,More Subjective
239,important learning,need to be agile and flexible to change to meet the needs of community members and also the environment,0.5,Positive,0.75,More Subjective
240,important learning,Haven't had time to evaluate.,0.0,Neutral,0.0,More Objective
241,important learning,"That there is still a strong sense of community in NZ. When we need to, we can rise above individualism and act collectively. People are largely trying to do their best with what they have and support each other.",0.30452380952380953,Neutral,0.3873809523809524,More Objective
242,important learning,How vulnerable our older folk are when they are not able to access online supports and don't have whanau.,-0.19444444444444445,Neutral,0.4861111111111111,More Objective
243,important learning,That we are not classed as an essential service.,0.0,Neutral,0.3,More Objective
244,important learning,"1) We have developed some new budget tracking tools which have become invaluable at this time. 2) It has become very clear that very few people (including those in Government and media) have very little understanding of our sector, what we do and our impact in the community.",-0.02747727272727273,Neutral,0.40657575757575753,More Objective
245,important learning,How to use different resources and how to reach out to people,0.0,Neutral,0.6,More Subjective
246,important learning,The importance of digital media to stay connected and operating.,0.0,Neutral,0.0,More Objective
247,important learning,"That we have come together to cope during this time, helping each other",-0.125,Neutral,0.375,More Objective
248,important learning,How to operate under trying conditions,0.0,Neutral,0.0,More Objective
249,important learning,How quickly the ability to fundraise disappears when there is no access to general public and no ability for the club to meet.,0.12777777777777777,Neutral,0.35555555555555557,More Objective
250,important learning,Be adaptable and flexible,0.0,Neutral,0.0,More Objective
251,important learning,Having a contingency fund of at least 1 years finance to cover such happenings.,-0.15,Neutral,0.45,More Objective
252,important learning,To take time to be still and slow the pace of life and to connect with people rather than being too busy.,-0.10000000000000002,Neutral,0.35,More Objective
253,important learning,That people need to look after each other. Volunteers are often stretched in their commitments. To say no.,-0.0875,Neutral,0.1875,More Objective
254,important learning,That working from home is do-able with less effort/travel. The importance of having a bi-cultural liaison who understands the specific Asian culture and traditions and is able to address the people's concerns within the NZ setting.,0.08333333333333334,Neutral,0.20416666666666666,More Objective
255,important learning,Managing fluctuations in staff well-being and morale while still trying to deliver a service - it can be done but it takes a huge amount of energy,0.4000000000000001,Positive,0.9,More Subjective
256,important learning,That our volunteers are elderly and we don’t have enough youth assisting so our group became those in need ... and that those in need in our group didn’t get the support that they had offered and done for others for so many years - sad but way of the world,0.0,Neutral,0.6666666666666666,More Subjective
257,important learning,We can survive - and hopefully thrive.,0.0,Neutral,0.0,More Objective
258,important learning,There are many ways to do things- we just need to be up for it!,0.625,Positive,0.5,More Subjective
259,important learning,The value of technology which can bring together our members from throughout NZ,0.0,Neutral,0.0,More Objective
260,important learning,"Our specific Pasifika community live in crowded homes, are essential workers, have become unemployed during COVID 19 and its affected their mental health.",0.009090909090909087,Neutral,0.28125,More Objective
261,important learning,"To be responsive to changes and being able to adapt easily, and giving our team - time to breathe....",0.4666666666666667,Positive,0.7291666666666667,More Subjective
262,important learning,Relationship building,0.0,Neutral,0.0,More Objective
263,important learning,Grassroots can achieve a large amount based on the generosity of volunteers,0.21428571428571427,Neutral,0.42857142857142855,More Objective
264,important learning,How people respond well to collaborative ideas and if you take the leadership they are can respond quickly. How effective remote learning can be. Also how effective meetings can also be using zoom,0.35833333333333334,Neutral,0.575,More Subjective
265,important learning,How versatile the use of zoom is,0.0,Neutral,0.0,More Objective
266,important learning,working from home is possible in various levels to be integrated as suits.,0.0,Neutral,0.75,More Subjective
267,important learning,"How we worked together as a national team, the collaboration and adapting to working from home. How our volunteers were determined to maintain their community service where possible.",0.0,Neutral,1.0,More Subjective
268,important learning,Limitations on what we can offer,0.0,Neutral,0.0,More Objective
269,important learning,That we can be incredibly nimble to respond quickly to the needs of those we support.,0.6166666666666667,Positive,0.7,More Subjective
270,important learning,We can survive and manage whatever the crisis,0.0,Neutral,0.0,More Objective
271,important learning,Sometimes there needs to be a burning platform within the sector to effect needed change. COVID-19 is presenting one of those.,0.0,Neutral,0.0,More Objective
272,important learning,How easy it is to work from home.,0.43333333333333335,Positive,0.8333333333333334,More Subjective
273,important learning,We need to be more resilient as a nation and as a region.,0.5,Positive,0.5,More Subjective
274,important learning,Be patient Communicate,0.0,Neutral,0.0,More Objective
275,important learning,Organisations that are smaller and more nimble seem to be flourishing as they pivot to support there communities. Larger more institutionalised orgs are struggling.,0.25,Neutral,0.5,More Subjective
276,important learning,Cooperation,0.0,Neutral,0.0,More Objective
277,important learning,Our team is more agile and innovative than they ever thought they could be - has grown their confidence in themselves.,0.5,Positive,0.75,More Subjective
278,important learning,Being adaptable to new ways of doing business,0.13636363636363635,Neutral,0.45454545454545453,More Objective
279,important learning,"Our strength is in our people, but without a place available to meet and a public health situation allowing us to meet, the organisation will fail. Financially we run to stand still, paying rent which exceeds our trading income making us grant dependent",-0.024999999999999994,Neutral,0.19166666666666665,More Objective
280,important learning,People need interaction with each other. Social contact,-0.04583333333333334,Neutral,0.22083333333333333,More Objective
281,important learning,Awareness,0.0,Neutral,0.0,More Objective
282,important learning,The importance of the collective approach. Government and NGO sector working together. there have been some stunning outcomes as a consequence. 2). Our small good leadership pool has been stretched to almost breaking point. We need to strengthen our leadership capacity,0.22499999999999998,Neutral,0.5,More Subjective
283,important learning,"That community and people, not economy need to be the priority",0.0,Neutral,0.0,More Objective
284,important learning,"The development of capability within our organisation for complete remote working. This has hastened the switch to (almost) paperless board meetings, which was previously taking forever to achieve.",-0.05555555555555555,Neutral,0.2555555555555556,More Objective
285,important learning,Our expectations of product quality exceed the customers expectations and they bare actually happy with a lower standard of quality.,0.2833333333333334,Neutral,0.3666666666666667,More Objective
286,important learning,How people and organisations can adapt quickly to respond to a common threat,0.016666666666666663,Neutral,0.5,More Subjective
287,important learning,coping within financial limits,0.0,Neutral,0.0,More Objective
288,important learning,The value of people,0.0,Neutral,0.0,More Objective
289,important learning,Some of our members are very selfish,-0.65,Negative,1.0,More Subjective
290,important learning,The way we present our selves to the public. There has been a emphasis in interactivity in the past- this may have to change in the long term. Use social media more diligently.,0.03888888888888889,Neutral,0.21388888888888888,More Objective
291,important learning,How quickly an organisation can adapt and deliver new initiatives,0.23484848484848483,Neutral,0.4772727272727273,More Objective
292,important learning,"The resilience of the team, they have been great!",1.0,Positive,0.75,More Subjective
293,important learning,Life is to short and we don't need to be bogged down and over work. Meeting don't need to be face to face we can use more technology and work more flexible hours,0.1288888888888889,Neutral,0.3377777777777778,More Objective
294,important learning,How to operate as an essential service to provide security to our volunteers and our clients,0.0,Neutral,0.3,More Objective
295,important learning,Zoom.,0.0,Neutral,0.0,More Objective
296,important learning,People hold their passion and stay on board if the organisation shows its operations have been well thought out. Fear and anxiety are tangible for many. Opportunity knocks,0.5,Positive,0.5,More Subjective
297,important learning,Priorities,0.0,Neutral,0.0,More Objective
298,important learning,How to adapt to changing circumstances without our members feeling neglected,0.0,Neutral,0.0,More Objective
299,important learning,How to wash my hands very well.,0.2,Neutral,0.3,More Objective
300,important learning,to continue to keep in touch with our club members and adjust to the restrictions put in place throughout NZ,0.0,Neutral,0.0,More Objective
301,important learning,do we need to have an office. and staff who you think manage change found it very hard and those who I think need support were the ones who surprised - learning never think you know someone!,-0.12708333333333335,Neutral,0.8020833333333333,More Subjective
302,important learning,"How useful it was collaborating on fund delivery for our region’s COVID-19 Emergency Response Fund with MSD, Civil Defence and DHB.",0.3,Neutral,0.0,More Objective
303,important learning,That we will survive and move forward,0.0,Neutral,0.0,More Objective
304,important learning,"Not to rush matters ,take a deep breath as the environment is constantly changing. Be considered in what you do. People react to stress differently make allowances for this. Encourage and provide staff with the environment to be innovative.",0.125,Neutral,0.5833333333333334,More Subjective
305,important learning,The amazing resilience of the sector,0.6000000000000001,Positive,0.9,More Subjective
306,important learning,The importance of community and viewing this as an opportunity for reflection and change,0.0,Neutral,0.0,More Objective
307,important learning,"Sometimes we need to accept we cannot plan ahead, we just need to adjust to each day's events as they come.",0.0,Neutral,0.0,More Objective
308,important learning,Adapting to the technology.,0.0,Neutral,0.0,More Objective
309,important learning,Be patient don't panic stay flexible,0.0,Neutral,0.0,More Objective
310,important learning,"How ""fit for purpose"" our staff are as a collective and the value they individually bring to strengthen the team.",0.2,Neutral,0.4,More Objective
311,important learning,"That New Zealanders continue to be generous, and that it's more important than ever to retain your presence in the market",0.34545454545454546,Neutral,0.6515151515151515,More Subjective
312,important learning,"It's reinforced the importance of communication: with team members, supporters and our community",0.0,Neutral,0.0,More Objective
313,important learning,People are social beings and require contact with each other and the opportunity to participate in activities they enjoy to stay physically and mentally well.,0.04166666666666667,Neutral,0.25690476190476186,More Objective
314,important learning,That a community knows their own community well. If funding or resources was filtered to grass roots groups/NGOs we would not be needing to do Post COVID planning to try and access funds now. We would have already set up systems already by now,0.6,Positive,1.0,More Subjective
315,important learning,How to provide IT solutions that are easy for the disabled to understand,0.11666666666666667,Neutral,0.5666666666666667,More Subjective
316,important learning,There is an appetite to adjust rapidly to the changing needs of our communities.,0.0,Neutral,0.0,More Objective
317,important learning,That in low times communities come together.,0.0,Neutral,0.3,More Objective
318,important learning,"That without Government support there would have been ""collapse"" of the organization and indeed the whole country.",0.2,Neutral,0.4,More Objective
319,important learning,self care staff care client care a stronger leadership from the Board of Trustees,0.0,Neutral,0.0,More Objective
320,important learning,Need for flexibility and work to meet the needs of the clients we serve.,0.0,Neutral,0.0,More Objective
321,important learning,How quickly our lives can be impacted from outside influences,0.16666666666666666,Neutral,0.275,More Objective
322,important learning,"Our business continuity plan was not sufficiently well defined for a Pandemic event like this, however it gave us a good base from which to start our crisis management. It needs to be reviewed and revised.",-0.050000000000000044,Neutral,0.8,More Subjective
323,important learning,That the community and volunteer sector has been heavily relied on during the pandemic. This is the most underfunded sector and needs to be re-set by government. Critical services are being supplied by volunteers and this needs to be recognised at the highest level.,0.09999999999999999,Neutral,0.6,More Subjective
324,important learning,Being flexible and looking for alternate ways of doing things that serve our people.,0.0,Neutral,0.0,More Objective
325,important learning,How valuable the work we have done over the last two decades for these times,0.0,Neutral,0.06666666666666667,More Objective
326,important learning,resilience,0.0,Neutral,0.0,More Objective
327,important learning,"New ways of connecting our mentors, families and mentees",0.13636363636363635,Neutral,0.45454545454545453,More Objective
328,important learning,How amazing our team is. Great people who really care' Our limited understanding of new technology,0.33298701298701305,Neutral,0.4894805194805194,More Objective
329,important learning,"That appropriately skilled, dedicated staff are key to adapting and putting in the hard yards to get results for the new normal. They now need to be supported for the long term so that they continue the good work and keep up their own health and well-being while delivering a large programme.",0.21766474266474264,Neutral,0.6194203944203944,More Subjective
330,important learning,That our sector is very well placed to innovate and collaborate and deliver best outcomes to our communities. We just need space and resources to promote innovation and support change.,0.6,Positive,0.3,More Objective
331,important learning,There was absolutely nothing our organisation could do during Levels 2 to 4 through the lockdown. Our executive used this time to complete compliance.,0.15000000000000002,Neutral,0.65,More Subjective
332,important learning,"That we have to adapt to a new Normal, learning change is not a bad thing.",0.21212121212121207,Neutral,0.5904040404040404,More Subjective
333,important learning,"That what we do is valued, even if people aren't willing to pay for it.",0.25,Neutral,0.75,More Subjective
334,important learning,that we can change the way we do things and still have an impact and work with in our values,0.0,Neutral,0.0,More Objective
335,important learning,Flexibility and capability of changes in the workplace.,0.0,Neutral,0.0,More Objective
336,important learning,That community organisations have met the needs of people in need,0.0,Neutral,0.0,More Objective
337,important learning,We are agile,0.5,Positive,0.75,More Subjective
338,important learning,Need for current information about household/resident population in the community to identify quickly the vulnerable in an emergency,-0.05555555555555556,Neutral,0.4666666666666666,More Objective
339,important learning,It has been good to embrace the online opportunities - and without running fundraising events has allowed us a little more time to talk to our families and look at new ways we can help them.,0.2872159090909091,Neutral,0.5136363636363637,More Subjective
340,important learning,"Although the Government relies heavily on the NGO sector for health and social services to keep running, this reliance is not supported financially. I have learned that our organisation is one of many receiving very little or no support at all from Government.",0.017916666666666657,Neutral,0.3433333333333334,More Objective
341,important learning,That people don't like change. That it takes time and you've got to bring everyone with you. Sometimes you just have to slow down and listen and wait. That people need support to change. That where there is a will there is usually a way. That we need to go beyond our four walls and connect with people where ever they are.,-0.2351851851851852,Neutral,0.31296296296296294,More Objective
342,important learning,That we need to expand and consolidate our operations under 1 roof. This will make us operate more efficiently,0.5,Positive,0.5,More Subjective
343,important learning,Our supporters are fabulous and were just waiting to be asked to help. We have a strong team with a supportive culture and that is what gets us through.,0.4444444444444444,Positive,0.9111111111111111,More Subjective
344,important learning,The resilience of most people to dig deep and remain contained,0.25,Neutral,0.45,More Objective
345,important learning,"More important than the success of our activities, is that each person who is touch feels supported. Also, that if people don't have purpose or routine they become listless, bored, and sad.",0.039999999999999994,Neutral,0.7,More Subjective
346,important learning,To not get despondent but to look at other ways to work differently,-0.0625,Neutral,0.4875,More Objective
347,important learning,Managers of small organisations do too much. There is not enough skill in the staff of small organisations. Services tend to employ people who are vulnerable in a crisis and this is a threat to service delivery in times of need if not managed well.,-0.16,Neutral,0.4,More Objective
348,important learning,That we are a smallish community but we can work together for the common good,0.19999999999999998,Neutral,0.55,More Subjective
349,important learning,sadness,0.0,Neutral,0.0,More Objective
350,important learning,To focus on our core service and not let distractions get in the way,0.0,Neutral,0.0,More Objective
351,important learning,"That Council funding is a significant risk and that risk needs to be spread among a variety of funding options to avoid a similar situation arising in future. Also whether our business model, which has operated since 1977, remains viable.",0.125,Neutral,0.4666666666666666,More Objective
352,important learning,"I have networked with more people during COVID-19 lockdown than I was able to prior to lockdown. Our agency has grown in terms of our ability to communicate both within the agency (it's often difficult to meet with casual staff), across government departments, with local organisations as well as with other providers in our same sector.",-0.015625000000000014,Neutral,0.43645833333333334,More Objective
353,important learning,Appreciation of what we had,0.0,Neutral,0.0,More Objective
354,important learning,Good family time and relationships,0.7,Positive,0.6000000000000001,More Subjective
355,important learning,"Effective and timely communication is key - to stakeholders, to community, to end users, to staff. Having a collective of knowledgeable and experienced CEO's to bounce ideas from during this time was invaluable. Importance of having adequate reserves and a policy around how its built and how its used",0.4333333333333333,Positive,0.7583333333333334,More Subjective
356,important learning,"People People People, Going back to our core services and connecting with people . Remembering why the Trust was started and the values we hold are as true today as they were 27 years ago. Families are resilient to the impact of COVID if supported emotionally and practically and connected to one another for support. Value staff to ensure burnout and exhaustion is contained so better able to support those in our community. Be kind and look after one another",0.325,Neutral,0.5541666666666666,More Subjective
357,important learning,"The importance of a good business continuity plan - We had recently spent considerable time on developing our business continuity plan, which evidently was time well spent.",0.16999999999999998,Neutral,0.30000000000000004,More Objective
358,important learning,How much we love our garden plots,0.5,Positive,0.6,More Subjective
359,important learning,Having reserve funding,0.0,Neutral,0.0,More Objective
360,important learning,"We live in a wonderful caring community. Communication and collaboration is very important to get the best outcomes from a people and fiscal perspective, as it is to develop resilience in our community so in the event of adversity people are better equipped. Having holistic services to help empower people and having adequate food and housing as a basic need fulfilled and achievable for all in our community.",0.49852813852813854,Positive,0.5369047619047619,More Subjective
361,important learning,Patience.,0.0,Neutral,0.0,More Objective
362,important learning,"Every cloud has a silver lining, there are always opportunities out of adversity.",0.0,Neutral,0.0,More Objective
363,important learning,Resilience,0.0,Neutral,0.0,More Objective
364,important learning,"Zoom - to see people to discuss and plan much better than emails circulating where misunderstandings can take place, also the length of time responses come in collating them and then information distribution.",0.5,Positive,0.5,More Subjective
365,important learning,"We can change and change quickly if we need to AND people are still extraordinarily supportive, even in tough times",0.1481481481481481,Neutral,0.7777777777777778,More Subjective
366,important learning,"Maintaining good relationships and care of our Executive and members saw clever, flexible work using on-line and social media. Infant and young children's emotional health and well-being continues to be forgotten.",0.19999999999999998,Neutral,0.51,More Subjective
367,important learning,"The importance of having a long-term goal of sustainability and not being focused on being solely volunteer run. Having a formal employee has allowed access to the wage subsidy which then allows more funding to be used for our main purpose. Without formal structures, help like this would be harder to come by.",0.18888888888888888,Neutral,0.27777777777777773,More Objective
368,important learning,The need for long term planning,-0.05,Neutral,0.4,More Objective
369,important learning,"Nothing has really changed for us, we have just kept doing what we do.",0.2,Neutral,0.2,More Objective
370,important learning,To find out which organisations are delivering essential and important not-for-profit services within the region and the extent of their reach and skill set,0.2,Neutral,0.65,More Subjective
371,important learning,Prior to lockdown we were operating unsustainably in work hours needed to keep going. The break gave us time to rest and regroup and come back refreshed and determined not to over work again. We are well stocked now as we all worked at product making over lockdown and have caught up with demand.,0.0,Neutral,0.0,More Objective
372,important learning,"That people are very resourceful when they need to be. Our organisation is based on reciprocal support - people giving and receiving services and support from each other. This has huge benefits compared to a more charitable model - it is very disempowering when people feel they are always taking and are not contributing. The COVID experience has reinforced the value of reciprocity and facilitating a sense of contribution and value - people want to help, not always to be on the end of charity.",0.39250000000000007,Neutral,0.6458333333333334,More Subjective
373,important learning,Collaboration and avoiding duplication of services is key. We feel very privileged to be part of two excellent welfare groups who have worked very well together with one clear focus - the welfare of those in our community.,0.3,Neutral,0.5966666666666666,More Subjective
374,important learning,That some volunteers will go the extra mile and others won't. We need younger volunteers who aren't restricted by the over 70 rulings.,0.0,Neutral,0.05,More Objective
375,important learning,being prepared to change and do things differently,0.0,Neutral,0.6,More Subjective
376,important learning,We're a collective and agreement is sometimes impossible. We have had reinforced that we all have our strengths and we need to know what they are and utilise them..,-0.6666666666666666,Negative,1.0,More Subjective
377,important learning,Our volunteers are our family and they are affected by being unable to volunteer,-0.5,Negative,0.5,More Subjective
378,important learning,Lack of flexibility of staff and some volunteers - not wanting to embrace change - nervous about that,0.0,Neutral,0.0,More Objective
379,important learning,Using new technologies,0.13636363636363635,Neutral,0.45454545454545453,More Objective
380,important learning,Forced change can create opportunities.,-0.30000000000000004,Neutral,0.2,More Objective
381,important learning,"Need for clear, concise and regular communication from us and also to us from key stakeholders.",0.05,Neutral,0.5150641025641025,More Subjective
382,important learning,"Base any changes on the most current information from the official providers (I.e., government departments) rather than social media threads and allow time for parent organisations to do their homework first.",-0.0033333333333333435,Neutral,0.45999999999999996,More Objective
383,important learning,That staff can work remotely and don't need to work from office. Client meetings by phone are okay but face to face meetings are better.,0.3,Neutral,0.39999999999999997,More Objective
384,important learning,"To be adaptable. People come before work, making sure your team is doing OK before pressuring them to complete tasks remotely",0.25,Neutral,0.4972222222222222,More Objective
385,important learning,Teaching on line (growth in ICT skills and practical use) has been the biggest growth for staff. Teaching and learning in new ways.,0.13636363636363635,Neutral,0.45454545454545453,More Objective
386,important learning,Hard to work from home in a predominantly face to face job!,-0.36458333333333337,Neutral,0.5416666666666666,More Subjective
387,important learning,Reminder that people experience things differently,0.0,Neutral,0.6,More Subjective
388,important learning,Never assume how an individual will respond to change,0.0,Neutral,0.4,More Objective
389,important learning,we made decisions quickly.,0.3333333333333333,Neutral,0.5,More Subjective
390,important learning,"To adapt to the changes, which as an organisation we have done very well. The next step of defining how the office will work going forward, with staff looking to split their week with some working at home and some in the office. The new normal!",0.1309659090909091,Neutral,0.3511363636363636,More Objective
391,important learning,"Be bold, have a strong voice and work collectively to support each other and the purpose to which we are all working towards.",0.21388888888888888,Neutral,0.5916666666666667,More Subjective
392,important learning,That our organisation is flexible and resilient.,0.0,Neutral,0.0,More Objective
393,important learning,The importance of face to face contact and how our members value the service we give,0.0,Neutral,0.0,More Objective
394,important learning,That with some thought and planning we can still keep serving our community to our best ability,1.0,Positive,0.3,More Objective
395,important learning,"He aha te mea nui o te ao? He tāngata, he tāngata, he tāngata.",0.0,Neutral,0.0,More Objective
396,important learning,confirming how resilient community providers are,0.0,Neutral,0.0,More Objective
397,important learning,we have to be resourced to work remotely in the digital world,-0.05,Neutral,0.1,More Objective
398,important learning,Strong ties with local authorities,0.21666666666666665,Neutral,0.36666666666666664,More Objective
399,important learning,How critical digital technology and internet capacity is in connecting with our audience and with being able to undertake our day to day work.,0.16666666666666666,Neutral,0.47500000000000003,More Objective
400,important learning,Support local people and organisations,0.0,Neutral,0.0,More Objective
401,important learning,"The mental well-being of people is very important and ensuring organisations like ours is available to assist in enhancing community activities, will help with the feeling of togetherness and help decrease anxiety.",0.2733333333333334,Neutral,0.5333333333333333,More Subjective
402,important learning,Funding support has focused on employed staff but has neglected to fund organisations that only have volunteers.,0.0,Neutral,1.0,More Subjective
403,important learning,To have some financial reserves for unexpected occurrences such as COVID-19 has presented.,0.03333333333333333,Neutral,0.5,More Subjective
404,important learning,That being an independent organisation allows us to be more agile and change and adapt quickly,0.3333333333333333,Neutral,0.46875,More Objective
405,important learning,"Urgency, accuracy and streamlined communication",0.0,Neutral,0.0,More Objective
406,important learning,how close to closing we are,0.0,Neutral,0.0,More Objective
407,important learning,How to be more efficient at an operational level.,0.5,Positive,0.5,More Subjective
408,important learning,Our organisation is small but a much needed service. We do fill in the gaps in our community.,-0.024999999999999994,Neutral,0.30000000000000004,More Objective
409,important learning,How resilient our community is. The need to have the key community stakeholders working and communicating together. The need to find an easy way of tracking & documenting key communication,0.14444444444444446,Neutral,0.9444444444444445,More Subjective
410,important learning,"To be prepared for any event, back up plans!",0.0,Neutral,0.0,More Objective
411,important learning,importance of agility and ability to pivot business models understanding of mental health impact of COVID-19,-0.1,Neutral,0.2,More Objective
412,important learning,That the live performance industry can suddenly stop with all the time spent rehearsing shows lost. Many volunteer hours essentially wasted. For many huge financial loss.,0.15454545454545457,Neutral,0.375,More Objective
413,important learning,There are many organisations doing similar activities to support communities - its been great to see some new collaborations happening to pull people together,0.3590909090909091,Neutral,0.5261363636363636,More Subjective
414,important learning,The interconnectedness of humanity,0.0,Neutral,0.0,More Objective
415,important learning,Everything can change in an instant. We need better digital communication with our members.,0.16666666666666666,Neutral,0.38888888888888884,More Objective
416,important learning,Keep connected with community,0.0,Neutral,0.0,More Objective
417,important learning,Learning what others are doing in the community,0.0,Neutral,0.0,More Objective
418,important learning,That things can change very quickly and be completely outside your control.,0.21666666666666667,Neutral,0.35000000000000003,More Objective
419,important learning,Effective communication Planning Understanding civil defence Strengthening our Hapu and Iwi Relationships Leading skulls to control risk of Covid19,0.6,Positive,0.8,More Subjective
420,important learning,That networks and umbrella groups are essential and we have relied heavily on them during the response.,-0.1,Neutral,0.4,More Objective
421,important learning,That people and colleagues have remarkable resilience and that new ideas and proposals are being generated in a time when stress has forced really great initiatives.,0.34659090909090906,Neutral,0.5386363636363636,More Subjective
422,important learning,That we have been able to continue the service from our homes by combining our national resources and with excellent input from our National Executive.,0.75,Positive,0.8125,More Subjective
423,important learning,How important our work is for our community but how vulnerable out Trust is to staying viable. How much admin is required to run a Trust whether big or small and this all costs. How reliant we are on the volunteer hours to run a very robust trust structure. We were already in the process of trimming and becoming more sustainable before this happened.,0.125,Neutral,0.48125,More Objective
424,important learning,Adapting to change,0.0,Neutral,0.0,More Objective
425,important learning,Nimbleness and flexibility are key,0.0,Neutral,1.0,More Subjective
426,important learning,that we can do it,0.0,Neutral,0.0,More Objective
427,important learning,after any crisis there is greater opportunity,0.5,Positive,0.5,More Subjective
428,important learning,"After earthquakes, shootings etc it is good to be reminded that our whānau and rangatahi are often far more resilient than they are given credit for. Whānau really enjoyed the opportunity to engage with their kids around education and many of our rangatahi enjoyed working from home, at their pace, they felt that they got more teaching and 1:1 support and had greater ownership of their learning. Whānau who we had been working with prior to lockdown managed very well (out of 300 we were engaged with on a daily basis less than 10 reported concerns). Schools that new their local community managed to engage far better with all their students. As a generalisation it seemed that our Decile 1-3 schools made the adjustment more easily and were far more agile and pragmatic",0.3144300144300144,Neutral,0.5192640692640692,More Subjective
429,important learning,"It is crucial to build relationships before you need them. Whatever the problem, community is the answer. Being local is key.",0.0,Neutral,0.6666666666666666,More Subjective
430,important learning,"With good strong leadership, collaboration and government support allowing flexibility such as redeployment of staff we can manage whatever crisis comes our way.",0.37777777777777777,Neutral,0.6111111111111112,More Subjective
431,important learning,That we are very adaptable as an organisation but we need to support staff in new ways of working.,0.16818181818181818,Neutral,0.37727272727272726,More Objective
432,important learning,How volunteers work together well,0.0,Neutral,0.0,More Objective
433,important learning,The necessity of a strong chain of command,0.4333333333333333,Positive,0.7333333333333333,More Subjective
434,important learning,That we can be flexible and adapt to challenges.,0.0,Neutral,0.0,More Objective
435,important learning,Taking a step back at what we’re doing. Also provide activities once levels were reduced to get people out and about,0.0,Neutral,0.0,More Objective
436,important learning,The value of being able to have staff out in the field (usually building based) to maintain connections with service users.,0.125,Neutral,0.4375,More Objective
437,important learning,That we are adaptable and can make changes swiftly,0.0,Neutral,0.0,More Objective
438,important learning,That as a nation we can overcome any crisis that may come our way,0.0,Neutral,0.0,More Objective
439,important learning,Keep focused and don't be distracted on the end goal/community outcomes that you are delivering. The journey has changed not the destination.,0.0,Neutral,0.0,More Objective
440,important learning,"Remain calm, roll with the punches, don't be afraid to test something new out quickly (and be prepared to learn from the outcome), keep at it/be resilient and determined, be agile, keep talking to people/other organisations, build partnerships, enjoy the sense of community, incorporate some fun in your life, enjoy being alone.",0.22121212121212125,Neutral,0.5693181818181818,More Subjective
441,important learning,We are resilient,0.0,Neutral,0.0,More Objective
442,important learning,"Surprise at how many clients were unable to or chose not to engage, continue their Counselling/Therapy .",0.0,Neutral,0.5,More Subjective
443,important learning,"We are a very strong, resourceful community",0.5816666666666667,Positive,0.9266666666666666,More Subjective
444,important learning,"We can care for each other using our words but as for helping people pay their petrol/electricity/food we can't, nor can we come together as a community to emotional support our people who are burying loved ones.",0.19166666666666665,Neutral,0.6083333333333333,More Subjective
445,important learning,How agile and capable our workforce is. How swiftly people learn That in a global crisis our clients got attended too and followed up at agreed or as identified as required.,0.2333333333333333,Neutral,0.3833333333333333,More Objective
446,important learning,Focusing on the well-being of people,0.0,Neutral,0.0,More Objective
447,important learning,To remain positive and encourage those in the organisation,0.22727272727272727,Neutral,0.5454545454545454,More Subjective
448,important learning,:Leadership - been a great learning curve as a CEO. It has also highlighted the positives of working in this sector and what happens what can be accomplished when you have a strong purpose and strong values that your team believes in.,0.4666666666666667,Positive,0.6791666666666667,More Subjective
449,important learning,How the NFP sector is the only sector with reach into and knowledge of the community. This is very valuable information. The public sector in future must work with us.,0.05,Neutral,0.3729166666666667,More Objective
450,important learning,How valuable relationships with other organizations are,-0.125,Neutral,0.375,More Objective
451,important learning,That we can continue to provide support to our members and survive.,0.0,Neutral,0.0,More Objective
452,important learning,The realisation that our community value what we do. The importance of seed money to help us absorb a situation such as this.,0.0,Neutral,0.5,More Subjective
453,important learning,"how awesome communities come together to look out for each other with little help. How quickly government are able to respond, in contrast to how slow anything happens for all the main social/health determinants when not driven by a global agenda",0.1734375,Neutral,0.4666666666666667,More Objective
454,important learning,"Patience, kindness and the art of foraging",0.0,Neutral,0.0,More Objective
